,id,observation_id,observation,prediction,proba,true_class
10,93,6b3370a4-0c58-4130-a951-c25b6a6d54a8,"{""observation_id"": ""6b3370a4-0c58-4130-a951-c25b6a6d54a8"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-02T01:10:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 50.128305, ""Longitude"": -5.541647, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.23344366,0
11,95,c680822c-4619-460a-acc7-75c18f4f7bc2,"{""observation_id"": ""c680822c-4619-460a-acc7-75c18f4f7bc2"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-02T01:30:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.65702, ""Longitude"": -1.676693, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""durham""}",0.0,0.28558454,0
12,97,32bf1146-c6bd-4cc3-9ed4-c9c4f8f46706,"{""observation_id"": ""32bf1146-c6bd-4cc3-9ed4-c9c4f8f46706"", ""Type"": ""Person search"", ""Date"": ""2022-01-02T02:02:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""Black"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.24282564,0
13,99,a8b2cb1b-0f1f-4fb7-b4dd-46be0d83c2c1,"{""observation_id"": ""a8b2cb1b-0f1f-4fb7-b4dd-46be0d83c2c1"", ""Type"": ""Person search"", ""Date"": ""2022-01-02T04:00:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.534059, ""Longitude"": -1.553834, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""durham""}",0.0,0.17426574,0
14,101,80094bed-e482-4a3e-942a-564f090584c5,"{""observation_id"": ""80094bed-e482-4a3e-942a-564f090584c5"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-02T04:13:42+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 51.517909, ""Longitude"": -0.109709, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Black"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""city-of-london""}",0.0,0.372074,0
15,64,ec925f54-c0dd-4527-b941-fcb87a12ec1c,"{""observation_id"": ""ec925f54-c0dd-4527-b941-fcb87a12ec1c"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T02:16:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 50.71235, ""Longitude"": -3.553934, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Offensive weapons"", ""station"": ""devon-and-cornwall""}",0.0,0.16851924,0
16,67,8bc83a92-026d-445b-9daa-de2f9862c08f,"{""observation_id"": ""8bc83a92-026d-445b-9daa-de2f9862c08f"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T02:55:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Female"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.10413362,0
17,70,8424fbd7-e7ca-458f-baf4-97bdf36b3b3a,"{""observation_id"": ""8424fbd7-e7ca-458f-baf4-97bdf36b3b3a"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T04:10:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.2823641,0
18,73,278a05ef-a3d9-42e4-b0ea-65fac9c5b4fd,"{""observation_id"": ""278a05ef-a3d9-42e4-b0ea-65fac9c5b4fd"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T04:29:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": 50.625847, ""Longitude"": -3.546839, ""Gender"": ""Female"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.13120428,0
19,76,5f10c933-9c8b-4f9e-872c-c807b41a75c2,"{""observation_id"": ""5f10c933-9c8b-4f9e-872c-c807b41a75c2"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T05:21:31+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.536892, ""Longitude"": -0.26474, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Other"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",1.0,0.7344207,0
20,79,9e750573-93a5-486a-8507-66e24464e27f,"{""observation_id"": ""9e750573-93a5-486a-8507-66e24464e27f"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T06:29:20+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 51.516814, ""Longitude"": -0.08162, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Black"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Offensive weapons"", ""station"": ""city-of-london""}",0.0,0.108660035,0
21,82,c528cf17-8d8d-4271-864d-7f53219201bc,"{""observation_id"": ""c528cf17-8d8d-4271-864d-7f53219201bc"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T07:34:03+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 51.506255, ""Longitude"": -0.074901, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""Asian"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Offensive weapons"", ""station"": ""city-of-london""}",0.0,0.0967733,0
22,85,a4c0171b-7c31-42d1-b83d-2936c7757f05,"{""observation_id"": ""a4c0171b-7c31-42d1-b83d-2936c7757f05"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-01T15:45:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.23344366,0
23,88,584dc8b0-0ab3-426d-834c-b9e908220243,"{""observation_id"": ""584dc8b0-0ab3-426d-834c-b9e908220243"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-01T21:00:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 51.89663, ""Longitude"": -0.447284, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""Asian"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""bedfordshire""}",0.0,0.28565672,1
24,91,c948d19f-00fc-443c-8bc8-004692b969c6,"{""observation_id"": ""c948d19f-00fc-443c-8bc8-004692b969c6"", ""Type"": ""Person search"", ""Date"": ""2022-01-01T21:20:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 51.902864, ""Longitude"": -0.517931, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""bedfordshire""}",0.0,0.33029148,0
25,94,06f89c2a-408f-4fc4-858b-a9563ff5b445,"{""observation_id"": ""06f89c2a-408f-4fc4-858b-a9563ff5b445"", ""Type"": ""Person search"", ""Date"": ""2022-01-02T01:10:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 50.128305, ""Longitude"": -5.541647, ""Gender"": ""Female"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.10413362,0
26,96,2c76c3fb-7683-4e7d-b1a0-b31e8b0a125e,"{""observation_id"": ""2c76c3fb-7683-4e7d-b1a0-b31e8b0a125e"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-02T02:02:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.16790162,0
27,98,ac923d68-75d8-4300-a8fc-a8fb30df6803,"{""observation_id"": ""ac923d68-75d8-4300-a8fc-a8fb30df6803"", ""Type"": ""Person search"", ""Date"": ""2022-01-02T03:12:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.832943, ""Longitude"": -1.415028, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Article for use in theft"", ""station"": ""durham""}",0.0,0.10714579,1
28,100,fec78a44-edd3-49fa-9b7d-0c99b46d4982,"{""observation_id"": ""fec78a44-edd3-49fa-9b7d-0c99b46d4982"", ""Type"": ""Person search"", ""Date"": ""2022-01-02T04:00:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": 50.467057, ""Longitude"": -4.707173, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""devon-and-cornwall""}",0.0,0.17926237,1
29,102,2dac263b-18d6-4cf7-9608-4725f8d93ebb,"{""observation_id"": ""2dac263b-18d6-4cf7-9608-4725f8d93ebb"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-02T04:19:55+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 51.51539, ""Longitude"": -0.070437, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""Black"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""city-of-london""}",0.0,0.31174794,0
30,40,eeb891e3-3913-4590-82a9-dc23c212dceb,"{""observation_id"": ""eeb891e3-3913-4590-82a9-dc23c212dceb"", ""Type"": ""Person search"", ""Date"": ""2022-04-18T22:24:57+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""Other"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Articles for use in criminal damage"", ""station"": ""city-of-london""}",0.0,0.102875374,1
31,41,898d6606-c55b-4a54-9480-f967beaff1cf,"{""observation_id"": ""898d6606-c55b-4a54-9480-f967beaff1cf"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-01-07T20:20:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.37913162,0
32,42,3ff08b3c-c1fc-4c9f-97fe-470cf3a61cef,"{""observation_id"": ""3ff08b3c-c1fc-4c9f-97fe-470cf3a61cef"", ""Type"": ""Person search"", ""Date"": ""2022-05-08T20:21:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.2823641,0
33,43,73d7c589-7605-42ab-9c5c-d0fbb897adb0,"{""observation_id"": ""73d7c589-7605-42ab-9c5c-d0fbb897adb0"", ""Type"": ""Person search"", ""Date"": ""2022-02-12T01:43:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.525683, ""Longitude"": -1.556382, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Article for use in theft"", ""station"": ""durham""}",0.0,0.08544138,0
34,44,1d276941-2dd7-4cc0-b14d-764ee8bcd966,"{""observation_id"": ""1d276941-2dd7-4cc0-b14d-764ee8bcd966"", ""Type"": ""Person search"", ""Date"": ""2022-05-13T18:23:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.33017224,0
35,45,fd0a32a8-1672-45da-bf93-b93524441b24,"{""observation_id"": ""fd0a32a8-1672-45da-bf93-b93524441b24"", ""Type"": ""Person search"", ""Date"": ""2022-01-26T01:48:18+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.558052, ""Longitude"": -0.272402, ""Gender"": ""Female"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",0.0,0.10919238,1
36,46,15af9195-3fa0-40aa-9083-da7767f0c801,"{""observation_id"": ""15af9195-3fa0-40aa-9083-da7767f0c801"", ""Type"": ""Person search"", ""Date"": ""2022-02-16T05:01:31+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 51.513463, ""Longitude"": -0.082913, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""city-of-london""}",0.0,0.32117367,1
37,47,9ac66922-d13b-4877-8bab-41ef925d3bb8,"{""observation_id"": ""9ac66922-d13b-4877-8bab-41ef925d3bb8"", ""Type"": ""Person search"", ""Date"": ""2022-03-04T23:48:16+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.339135, ""Longitude"": -0.163148, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",0.0,0.10915756,1
38,48,27dc412f-64e2-4245-9a25-db0514b2e980,"{""observation_id"": ""27dc412f-64e2-4245-9a25-db0514b2e980"", ""Type"": ""Person search"", ""Date"": ""2022-03-17T20:20:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Articles for use in criminal damage"", ""station"": ""nottinghamshire""}",0.0,0.0,1
39,49,aeed813b-d4e9-489d-81b3-9b8ec8f62d52,"{""observation_id"": ""aeed813b-d4e9-489d-81b3-9b8ec8f62d52"", ""Type"": ""Person search"", ""Date"": ""2022-05-13T22:58:26+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.525437, ""Longitude"": -0.261064, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",0.0,0.10915756,0
40,50,caabe84e-97e0-4305-b540-eda6d56e51f3,"{""observation_id"": ""caabe84e-97e0-4305-b540-eda6d56e51f3"", ""Type"": ""Person search"", ""Date"": ""2022-04-17T22:45:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.523648, ""Longitude"": -1.557748, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""durham""}",0.0,0.32117367,1
41,51,29d64e93-a47d-45ba-b02f-258f0c459091,"{""observation_id"": ""29d64e93-a47d-45ba-b02f-258f0c459091"", ""Type"": ""Person search"", ""Date"": ""2022-01-28T10:10:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""Asian"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Offensive weapons"", ""station"": ""nottinghamshire""}",0.0,0.0,1
42,52,1037c940-3a60-47eb-bef4-2596218725f0,"{""observation_id"": ""1037c940-3a60-47eb-bef4-2596218725f0"", ""Type"": ""Person search"", ""Date"": ""2022-04-02T19:00:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.857714, ""Longitude"": -1.611271, ""Gender"": ""Male"", ""Age range"": ""25-34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Offensive weapons"", ""station"": ""durham""}",0.0,0.11597933,0
43,53,923a1db5-1a27-4eb0-92ea-819c7ffdf85e,"{""observation_id"": ""923a1db5-1a27-4eb0-92ea-819c7ffdf85e"", ""Type"": ""Person search"", ""Date"": ""2022-04-11T09:41:57+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.204443, ""Longitude"": 0.103386, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Black"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",0.0,0.2396172,1
44,54,9249984b-5b19-4730-95d2-201197fff581,"{""observation_id"": ""9249984b-5b19-4730-95d2-201197fff581"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-04-28T20:10:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.30712104,0
45,39,1558a55e-3df2-4665-8beb-0f0c5eaa0408,"{""observation_id"": ""1558a55e-3df2-4665-8beb-0f0c5eaa0408"", ""Type"": ""Person search"", ""Date"": ""2022-04-06T18:25:00+00:00"", ""Part of a policing operation"": true, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""10-17"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""nottinghamshire""}",0.0,0.12234717,0
46,55,e477ebd7-a324-4d63-9def-51b5f6a81a54,"{""observation_id"": ""e477ebd7-a324-4d63-9def-51b5f6a81a54"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-03-17T10:37:51+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 52.225282, ""Longitude"": 0.119716, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Asian"", ""Legislation"": ""Misuse of Drugs Act 1971 (section 23)"", ""Object of search"": ""Controlled drugs"", ""station"": ""cambridgeshire""}",0.0,0.45925924,1
47,56,d46707aa-cf72-4fb4-aa64-fe6eff29e8f7,"{""observation_id"": ""d46707aa-cf72-4fb4-aa64-fe6eff29e8f7"", ""Type"": ""Person and Vehicle search"", ""Date"": ""2022-03-15T21:34:00+00:00"", ""Part of a policing operation"": false, ""Latitude"": NaN, ""Longitude"": NaN, ""Gender"": ""Male"", ""Age range"": ""18-24"", ""Officer-defined ethnicity"": ""Asian"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Article for use in theft"", ""station"": ""nottinghamshire""}",0.0,0.07759514,1
48,57,06e5e365-15a8-465a-8092-eef6762a78d7,"{""observation_id"": ""06e5e365-15a8-465a-8092-eef6762a78d7"", ""Type"": ""Person search"", ""Date"": ""2022-04-27T08:02:00+00:00"", ""Part of a policing operation"": NaN, ""Latitude"": 54.630745, ""Longitude"": -1.651373, ""Gender"": ""Male"", ""Age range"": ""over 34"", ""Officer-defined ethnicity"": ""White"", ""Legislation"": ""Police and Criminal Evidence Act 1984 (section 1)"", ""Object of search"": ""Article for use in theft"", ""station"": ""durham""}",0.0,0.08544138,0
